review_id,review_text,actual_stars,predicted_stars,explanation,json_valid,error
h_y-oqC4xEECVeB09nQ8ZQ,"An upscale mexican restaurant in the area seemed like the best thing to have happened to me. I planned my visit for a quieter evening, and reviewed the menu again and again. 

However, upon our arrival I thought twice immediately. The parking was iffy, and the place didn't seem to stand up to the signage. Perhaps the art was not to my liking, honestly not a piece stands out in my memory. 


We were seated immediately. 

Our waiter seemed a little off, not to mention the fact that he was insanely",1,2,"The review describes multiple negative experiences, including poor service (snobby waiter, long wait, ignored drinks), a disappointing ambiance, and unappetizing food, all indicating a negative overall experience. Despite some neutral comments about the decor, the numerous service failures and dissatisfaction with the meal justify a low rating, specifically a 2.",True,
s0dRHCNMgMjDdlvG6XZ66Q,"So i thought with all the controversy surrounding this place, I would support the first amendment with my wallet. Unfortunately our experience here was subpar to say the least. We came in on a 3pm on Saturday and there was only one other couple inside. We were literally outnumbered by the people working there. I say this because somehow, despite this fact, the service was HORRENDOUS. I mean we got our order out fine, but our waitress dissappeared after that. At one point I had to almost get refi",1,1,"The review describes extremely poor service, including the waitress disappearing and not returning, and mentions the food as overpriced and of poor quality. The reviewer also states they would not return again, indicating severe dissatisfaction.",True,
tTGXjt1QZcBnfNmrYLCYKA,"The only reason 1 star can be given is the flavor choices and taste.  The SMALLEST wings I have ever seen, they must be off of baby chicks.  I thought it was getting punked, actually LOL.  Never to be back",1,1,"The review explicitly states that only the flavor choices and taste are reasons for a 1-star rating, and describes the wings as very small and unappealing. The reviewer also states they will never return, indicating strong dissatisfaction. These signals point to a negative experience with clear dissatisfaction, justifying a 1-star rating.",True,
iOABod6-D0_5jcy0U1-7KQ,"I am leaving this store angry and can't resist writing a review! 

The staff is incredibly useless....if you can actually find someone to help you. The store is huge with very little signs to guide you. Therefore I always wander aimlessly looking for the one simple thing I stopped in for (even though I tell myself I will never go back) with no one to help me. 

Today they were out of an item I bought last week and need more of to finish my project. I asked the only 100 year old lady I could find",1,1,"The review expresses strong dissatisfaction with the staff's helpfulness, poor store signage, and being out of stock, leading to frustration and a vow not to return. These negative experiences indicate a very poor overall experience, justifying a 1-star rating.",True,
Us61PFnfQTMrX-xR3dd2jw,"We came here for dinner for me and reverse happy hour for my wife, we ordered our appetizers and after finishing them and looking over the menu for a few minutes we were ready to jump into the overpriced entrees. We were then informed that we couldn't order dinner. Maybe when they see someone coming in and telling them they are...here for dinner...they might give them a heads up that the kitchen Is closing so we can order our meals and not be told five minutes after it did close..fourth time we'",1,1,"The review expresses frustration with poor service, specifically being unable to order dinner due to kitchen closing early, and mentions multiple negative experiences. The tone indicates disappointment and dissatisfaction, leading to a low rating.",True,
qQcvmt1tvMR3F5OolsIRPg,"Had some time to kill before the Ultimate pleY Date Yelp event, and I'd wanted to share my love of Nobuo's Dark chocolate mousse with green tea ice cream and sugared orange peels with my happy-go-lucky cousin, who has never been here before, so we stopped by at 5:17p to find that Nobuo wouldn't open till 5:30p, so we waited outside in the comfortable patio.

After watching a couple of employees add lanterns to their outdoor umbrellaed tables, I noticed the ""OPEN"" sign on the front door, so we en",1,2,"The review is mostly negative due to poor service, cold and unappealing dessert presentation, and the reviewer's dissatisfaction with the overall experience. Despite some acknowledgment that the mousse was made fresh daily, the reviewer found the dessert quality and service to be subpar, and explicitly states they will not return, indicating a low rating.",True,
-7qEdFzHUZqwn_g25tjReg,"I was really disappointed with my local Baja Fresh tonight.  The lobby, salsa bar and even drink station were very dirty and unkept.  To top that off my salad had old dark colored guacamole and limp lettuce.

I hope they read this and will do a better job at cleaning up!",1,1,"The review expresses disappointment with dirty facilities and poor food quality, including old guacamole and limp lettuce, indicating a very negative experience. There are no positive signals or mentions of good service, and the dissatisfaction suggests a low rating.",True,
Nr-6xqBN9XqBJXnCToYYKA,I brought my sweet sister in law shopping at this Forever 21 location.  She had a bag full of goodies (several hundreds of dollars worth) from H&M.  She stopped at Forever 21 and  sat her bag on the ground right beside her while she tried on a pair of shoes.  Her H&M bag was stolen during that brief moment that the bag was not in her arms.....and while this certainly was not the responsibility of Forever 21....we were so disappointed in the way the Forever 21 staff reacted. They did not call sec,1,1,"The review describes a highly negative experience due to poor staff response to theft, store chaos, and lack of customer care, indicating severe dissatisfaction and safety concerns, which justifies a rating of 1.",True,
dB62OZ5qf6S4X-Zu9FcUqA,"My part Jewish friend has been raving about this deli so come payday we went to check it out. Ive been in Phoenix a little over a month and have been getting sick from the food here...diarrhea lots, shit my pants once... anyway, i like to eat in divey non-american cuisine. This place aint seedy enough for me, I suppose.

I did not get ill from the food here

However....

 $12.95 for a sandwich, fries, and a dollop of soggy coleslaw ???

I kept hearing from my friend, his mom and the waitress tha",1,2,"The review expresses dissatisfaction with the food's flavor and high prices, and mentions a negative experience with the portion size and value. While the fries are noted as good, the overall tone is negative, and there are no positive signals about service or ambiance. According to Yelp rules, price and quality complaints suggest a rating of 2.",True,
MNFvGY1zUVGQlImzqvMFQw,"10:30pm on a Saturday night.  My friend and I try our second attempt at sushi for the night (see my review of Pearl for the first).  Place is hopping.  We take a seat at the sushi bar.

The Waitress:  ""Are you girls going to be ordering sushi?""
Me: I have a sushi menu in my hand, ""yes.""
Waitress:  ""Would you mind putting it in soon because they want to go home too.""
Me: What the fuck, bitch. ""Uh, ok""

Dear Ra Waitress,

I'm sorry if I kept you or any other employess, especially since I finished ",1,1,"The review expresses strong dissatisfaction due to rude service, rushing, and mistakes with the bill, indicating a very negative experience that warrants a 1-star rating.",True,
dzAwZL5AELxjhlP0fm7foQ,"There was hair in the food. Not just 1 but 2 in the same Bhel Puri dish.

The whole experience was pretty bad. There is no indication of how you order your food and when you finally figure it out the food does not taste good. We checked sodas on the order sheet and when no sodas showed up we asked if we were supposed to go and find our own sodas from the front of the store and were told that that was the case.

Also the guy at the counter is down right dismissive.

Pani Puri was OK
Papdi Chaat -",1,1,"The review reports multiple serious issues including hair in the food, unappetizing flavors, poor service with dismissiveness, and a confusing ordering process, all indicating a very negative experience. These signals suggest a low rating, specifically a 1 star.",True,
kwseo734U9LSQDCEqSNN2g,"It's a supermarket.  I just go in buy what I need and get out.  It's convenient that there's a wells fargo in there, but there's one across the street as well.  

To the negative experience.....
My sister was speaking to my niece, but not in english.  Some caucasian lady walks by and rudely says, ""Can't you speak english?""  WTF?!?  Is this taking SB 1070 in your own hands?  It's like you're trying to make every race hate you even more.  I will run into this arrogance wherever I go.

I'm not done",1,1,"The review contains multiple negative signals, including racist comments, rude behavior from staff, and racial profiling, indicating a highly negative experience. There are no positive signals or mentions of satisfactory service or quality, leading to a rating of 1.",True,
_UdpFKVDGxie0oAMHajvEA,"I play squash racquet's, a sport favored by the east coast ""elites"" from them Ivy League schools, those snooty Britishers and the Pakistani leisure class:) 

Why they let me play, I'll never know:)

Last evening, we had a little tourney in which a group of us from the Village traveled to the outer reaches of Tempe to play a group from Lifetime Fitness:)

It was a jolly good, show, ever so much fun and our Village group gave the Lifetime group a bit of a ""Rodgering"":)

So it was with happy hearts",1,1,"The review describes the restaurant as extremely dirty, poorly maintained, and unappetizing, with negative comments about the food quality and atmosphere. Service issues are implied by the description of the place and the food, and the reviewer clearly regrets dining there, indicating a very negative experience. These signals align with a 1-star rating.",True,
QfdoE-XqEeCsttJH8g0ugQ,"I love Saddle Ranch for its casual night time festivities (including watching people ride the mechanical bull hehehe), but I cannot ignore the fact that the food was disgusting!

When I think of my meal this past Friday night, I think of two words: dry and cold. The spinach artichoke dip was just okay - a bit on the dry side and not very cheesy. The onion rings were just okay was well as the batter reminded me of the chicken nuggets at McDonald's, maybe even worse. The BBQ burger (turkey patty) ",1,2,"The review expresses strong dissatisfaction with the food quality, describing it as disgusting, dry, cold, and tasteless, which indicates a negative experience. While the atmosphere is enjoyed, the poor food quality and explicit criticism prevent a higher rating. Service issues are not mentioned, but the negative comments on food quality suggest a rating of 2.",True,
